Region,Year,Population-Weighted PM2.5 [ug/m3],Geographic-Mean PM2.5 [ug/m3],Population Coverage [%],Geographic Coverage [%],Total Population [million people],% pop >= 5 ug/m3 [%],% pop >= 10 ug/m3 [%],% pop >= 15 ug/m3 [%],% pop >= 25 ug/m3 [%],% pop >= 30 ug/m3 [%],% pop >= 35 ug/m3 [%],% pop >= 40 ug/m3 [%],% pop >= 45 ug/m3 [%],% pop >= 50 ug/m3 [%],% pop >= 55 ug/m3 [%],% pop >= 60 ug/m3 [%]
Andaman and Nicobar,1998,18.9,18.1,99.5,98.7,0.331,100.0,99.3,86.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,1999,18.9,18.3,99.5,98.7,0.331,100.0,100.0,86.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2000,20.7,19.9,99.5,98.7,0.331,100.0,100.0,88.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2001,21.5,20.3,99.5,98.7,0.333,100.0,100.0,88.3,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2002,22.5,21.3,99.5,98.7,0.336,100.0,100.0,88.5,24.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2003,22.3,21.3,99.5,98.7,0.338,100.0,100.0,91.8,17.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2004,25.1,23.6,99.5,98.7,0.340,100.0,100.0,97.1,67.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2005,22.3,21.1,99.5,98.7,0.343,100.0,100.0,89.2,23.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2006,25.4,23.9,99.5,98.7,0.344,100.0,100.0,95.3,69.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2007,24.3,23.1,99.5,98.7,0.346,100.0,100.0,96.4,52.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2008,25.0,23.5,99.5,98.7,0.348,100.0,100.0,95.9,64.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2009,26.1,24.5,99.5,98.7,0.349,100.0,100.0,95.4,77.7,8.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2010,25.3,23.9,99.5,98.7,0.351,100.0,100.0,99.6,64.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2011,25.2,23.4,99.5,98.7,0.352,100.0,100.0,94.1,69.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2012,27.6,25.6,99.5,98.7,0.353,100.0,100.0,97.7,87.4,26.3,0.2,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2013,27.0,25.2,99.5,98.7,0.354,100.0,100.0,99.0,81.9,15.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2014,30.0,27.9,99.5,98.7,0.355,100.0,100.0,97.9,88.4,66.0,6.4,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2015,24.0,22.6,99.6,98.7,0.356,100.0,100.0,92.5,48.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2016,26.5,24.5,99.6,98.7,0.357,100.0,100.0,98.9,83.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2017,23.4,21.4,99.6,98.7,0.358,100.0,100.0,92.4,33.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2018,26.0,23.7,99.6,98.7,0.359,100.0,100.0,94.7,78.9,7.3,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2019,26.3,24.3,99.6,98.7,0.359,100.0,100.0,98.1,80.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2020,25.5,23.4,99.6,98.7,0.360,100.0,100.0,98.0,70.3,3.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2021,22.6,20.5,99.6,98.7,0.360,100.0,99.6,92.1,17.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,1998,17.9,17.7,99.9,99.9,46.644,100.0,99.9,89.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,1999,20.0,19.7,99.9,99.9,46.644,100.0,100.0,96.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2000,21.5,20.7,99.9,99.9,46.644,100.0,100.0,98.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2001,23.8,23.8,99.9,99.9,47.090,100.0,100.0,100.0,28.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2002,24.0,23.7,99.9,99.9,47.535,100.0,100.0,99.7,34.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2003,24.7,24.5,99.9,99.9,47.981,100.0,100.0,100.0,46.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2004,25.9,25.4,99.9,99.9,48.427,100.0,100.0,100.0,67.2,3.9,0.1,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2005,27.8,27.6,99.9,99.9,48.872,100.0,100.0,100.0,86.1,22.7,1.2,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2006,28.9,28.0,99.9,99.9,49.229,100.0,100.0,100.0,89.5,40.6,0.7,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2007,30.2,29.4,99.9,99.9,49.585,100.0,100.0,100.0,95.4,57.2,2.6,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2008,31.8,30.5,99.9,99.9,49.942,100.0,100.0,100.0,97.1,74.8,14.9,0.1,0.0,0.0,0.0,0.0
Andhra Pradesh,2009,32.6,31.5,99.9,99.9,50.298,100.0,100.0,100.0,98.3,81.7,23.1,0.1,0.0,0.0,0.0,0.0
Andhra Pradesh,2010,29.9,29.5,99.9,99.9,50.655,100.0,100.0,100.0,94.7,49.8,4.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2011,32.0,31.0,99.9,99.9,50.908,100.0,100.0,100.0,98.0,76.5,16.9,0.1,0.0,0.0,0.0,0.0
Andhra Pradesh,2012,30.4,29.3,99.9,99.9,51.162,100.0,100.0,100.0,94.3,62.9,2.5,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2013,30.3,29.3,99.9,99.9,51.415,100.0,100.0,100.0,94.9,60.8,2.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2014,34.1,32.4,99.9,99.9,51.669,100.0,100.0,100.0,97.8,83.6,46.6,3.1,0.0,0.0,0.0,0.0
Andhra Pradesh,2015,29.9,28.8,99.9,99.9,51.922,100.0,100.0,100.0,88.9,53.2,5.9,0.2,0.0,0.0,0.0,0.0
Andhra Pradesh,2016,30.5,29.1,99.9,99.9,52.113,100.0,100.0,100.0,95.8,55.6,7.6,0.1,0.0,0.0,0.0,0.0
Andhra Pradesh,2017,33.6,32.2,99.9,99.9,52.304,100.0,100.0,100.0,99.0,84.8,36.3,1.4,0.0,0.0,0.0,0.0
Andhra Pradesh,2018,33.1,32.1,99.9,99.9,52.494,100.0,100.0,100.0,99.0,83.3,30.4,0.6,0.0,0.0,0.0,0.0
Andhra Pradesh,2019,30.5,29.4,99.9,99.9,52.685,100.0,100.0,100.0,91.9,63.7,5.7,0.1,0.0,0.0,0.0,0.0
Andhra Pradesh,2020,31.1,29.7,99.9,99.9,52.876,100.0,100.0,100.0,90.7,68.9,13.0,0.2,0.0,0.0,0.0,0.0
Andhra Pradesh,2021,33.3,31.8,99.9,99.9,52.876,100.0,100.0,100.0,95.9,79.5,39.8,1.5,0.1,0.0,0.0,0.0
Arunachal Pradesh,1998,10.4,8.3,100.0,100.0,1.170,99.7,44.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,1999,12.1,10.1,100.0,100.0,1.170,100.0,79.4,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2000,12.6,10.3,100.0,100.0,1.170,99.9,74.5,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2001,14.7,13.1,100.0,100.0,1.198,100.0,97.3,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2002,13.7,12.1,100.0,100.0,1.225,100.0,93.8,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2003,14.4,12.4,100.0,100.0,1.252,100.0,94.3,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2004,14.5,12.4,100.0,100.0,1.280,100.0,94.7,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2005,15.4,13.4,100.0,100.0,1.307,100.0,98.5,50.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2006,16.7,14.0,100.0,100.0,1.336,100.0,99.0,63.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2007,15.8,13.2,100.0,100.0,1.366,100.0,98.1,49.9,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2008,15.8,13.1,100.0,100.0,1.395,100.0,98.2,53.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2009,19.0,16.1,100.0,100.0,1.424,100.0,99.7,85.0,9.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2010,15.7,12.7,100.0,100.0,1.453,100.0,97.0,50.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2011,16.6,13.5,100.0,100.0,1.485,100.0,98.7,57.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2012,18.6,15.9,100.0,100.0,1.516,100.0,99.8,82.2,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2013,16.0,13.3,100.0,100.0,1.548,100.0,98.8,54.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2014,16.7,14.2,100.0,100.0,1.579,100.0,99.1,64.8,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2015,14.7,12.2,100.0,100.0,1.611,100.0,93.2,41.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2016,15.2,12.8,100.0,100.0,1.647,100.0,97.1,46.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2017,15.3,12.7,100.0,100.0,1.682,100.0,97.1,46.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2018,16.5,13.3,100.0,100.0,1.718,100.0,97.3,58.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2019,16.1,13.2,100.0,100.0,1.754,100.0,98.5,54.4,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2020,14.8,12.1,100.0,100.0,1.789,100.0,94.5,40.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2021,16.9,13.9,100.0,100.0,1.789,100.0,98.9,65.5,4.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Assam,1998,20.1,19.6,100.0,99.9,26.920,100.0,99.2,82.4,15.2,3.7,0.7,0.0,0.0,0.0,0.0,0.0
Assam,1999,21.2,20.6,100.0,99.9,26.920,100.0,99.8,88.5,22.7,3.6,0.5,0.0,0.0,0.0,0.0,0.0
Assam,2000,23.8,23.2,100.0,99.9,26.920,100.0,99.9,96.0,42.2,13.3,2.8,0.9,0.0,0.0,0.0,0.0
Assam,2001,25.8,24.9,100.0,99.9,27.373,100.0,100.0,99.0,57.3,22.7,4.4,1.2,0.1,0.0,0.0,0.0
Assam,2002,24.8,24.0,100.0,99.9,27.827,100.0,100.0,96.9,47.8,19.7,4.6,1.2,0.2,0.0,0.0,0.0
Assam,2003,27.3,26.2,100.0,99.9,28.280,100.0,100.0,98.9,65.4,34.1,9.1,2.0,0.7,0.1,0.0,0.0
Assam,2004,27.5,26.6,100.0,99.9,28.734,100.0,100.0,99.3,70.1,32.1,7.9,1.6,0.5,0.1,0.0,0.0
Assam,2005,28.8,27.5,100.0,99.9,29.187,100.0,100.0,99.7,73.0,39.8,20.3,2.7,1.2,0.3,0.0,0.0
Assam,2006,31.4,30.2,100.0,99.9,29.612,100.0,100.0,99.9,81.0,57.2,29.7,10.9,2.3,1.0,0.0,0.0
Assam,2007,30.2,29.1,100.0,99.9,30.036,100.0,100.0,99.8,78.4,49.3,24.1,5.6,1.6,0.4,0.0,0.0
Assam,2008,29.8,28.5,100.0,99.9,30.460,100.0,100.0,99.9,76.0,43.8,23.3,4.7,1.6,0.3,0.0,0.0
Assam,2009,35.0,34.0,100.0,99.9,30.885,100.0,100.0,100.0,91.6,76.4,50.6,22.9,5.1,1.6,0.7,0.1
Assam,2010,31.5,30.1,100.0,99.9,31.309,100.0,100.0,99.8,81.9,59.0,30.5,9.6,2.2,0.8,0.1,0.0
Assam,2011,32.7,31.3,100.0,99.9,31.692,100.0,100.0,99.9,85.1,68.8,35.7,13.9,2.7,0.8,0.1,0.0
Assam,2012,36.8,35.1,100.0,99.9,32.075,100.0,100.0,99.9,90.3,78.5,60.7,36.9,16.6,4.0,1.5,0.5
Assam,2013,32.1,30.5,100.0,99.9,32.457,100.0,100.0,99.8,82.5,65.1,34.9,11.2,2.9,1.1,0.5,0.0
Assam,2014,33.0,31.4,100.0,99.9,32.840,100.0,100.0,99.9,85.1,68.0,40.4,16.0,3.1,1.4,0.3,0.0
Assam,2015,30.3,29.2,100.0,99.9,33.222,100.0,100.0,99.4,79.7,51.2,25.3,5.8,1.5,0.5,0.1,0.0
Assam,2016,30.2,29.0,100.0,99.9,33.584,100.0,100.0,99.7,80.4,48.7,22.4,6.5,1.3,0.4,0.0,0.0
Assam,2017,31.9,30.5,100.0,99.9,33.945,100.0,100.0,99.7,83.0,65.5,33.4,10.2,2.5,1.2,0.2,0.0
Assam,2018,36.2,34.4,100.0,99.9,34.307,100.0,100.0,99.8,89.0,77.4,58.0,34.1,13.3,3.7,1.5,0.4
Assam,2019,33.1,31.8,100.0,99.9,34.668,100.0,100.0,99.9,85.8,68.3,40.6,17.2,4.2,1.5,0.3,0.1
Assam,2020,33.6,32.0,100.0,99.9,35.030,100.0,100.0,99.6,84.0,67.6,45.0,21.9,5.7,2.0,0.8,0.1
Assam,2021,36.1,34.3,100.0,99.9,35.030,100.0,100.0,99.9,87.7,76.8,53.1,33.8,17.0,3.9,1.3,0.1
Bihar,1998,57.8,55.0,100.0,100.0,84.765,100.0,100.0,100.0,99.9,99.8,99.2,97.1,92.4,82.1,64.4,43.1
Bihar,1999,57.5,54.6,100.0,100.0,84.765,100.0,100.0,100.0,100.0,99.8,99.2,96.6,90.0,77.7,62.2,43.2
Bihar,2000,64.1,60.7,100.0,100.0,84.765,100.0,100.0,100.0,100.0,99.9,99.7,98.7,95.7,87.2,74.9,62.3
Bihar,2001,71.8,68.0,100.0,100.0,86.839,100.0,100.0,100.0,100.0,100.0,99.9,99.7,98.5,95.4,88.0,76.9
Bihar,2002,67.9,64.5,100.0,100.0,88.914,100.0,100.0,100.0,100.0,100.0,99.9,99.4,97.6,93.0,83.1,72.4
Bihar,2003,71.1,67.5,100.0,100.0,90.988,100.0,100.0,100.0,100.0,100.0,100.0,99.9,98.8,96.0,87.1,77.9
Bihar,2004,72.5,68.9,100.0,100.0,93.063,100.0,100.0,100.0,100.0,100.0,100.0,99.9,98.6,95.5,88.5,78.5
Bihar,2005,70.4,66.7,100.0,100.0,95.137,100.0,100.0,100.0,100.0,100.0,99.9,99.5,98.0,94.4,87.3,76.1
Bihar,2006,79.7,75.4,100.0,100.0,97.233,100.0,100.0,100.0,100.0,100.0,99.9,99.7,99.3,98.1,95.5,89.8
Bihar,2007,79.6,75.5,100.0,100.0,99.328,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,98.6,95.8,90.4
Bihar,2008,85.8,81.8,100.0,100.0,101.423,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.8,98.5,96.6
Bihar,2009,87.5,82.9,100.0,100.0,103.518,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,99.3,98.2,96.0
Bihar,2010,79.7,75.3,100.0,100.0,105.613,100.0,100.0,100.0,100.0,100.0,99.9,99.8,99.4,98.2,95.4,88.9
Bihar,2011,90.9,86.4,100.0,100.0,107.678,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.3,98.3
Bihar,2012,86.6,82.3,100.0,100.0,109.742,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,99.4,98.6,96.8
Bihar,2013,87.9,83.3,100.0,100.0,111.806,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,99.1,97.2
Bihar,2014,84.0,79.5,100.0,100.0,113.871,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,99.4,97.9,95.3
Bihar,2015,82.0,78.0,100.0,100.0,115.935,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.4,97.8,94.8
Bihar,2016,87.9,83.4,100.0,100.0,118.033,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.4,98.1,96.0
Bihar,2017,81.5,77.5,100.0,100.0,120.131,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,99.4,97.4,94.5
Bihar,2018,86.1,81.9,100.0,100.0,122.229,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.8,99.6,98.7,96.5
Bihar,2019,89.7,85.5,100.0,100.0,124.327,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.2,97.6
Bihar,2020,89.5,85.6,100.0,100.0,126.426,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.8,99.6,98.6
Bihar,2021,89.3,85.6,100.0,100.0,126.426,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,98.9
Chandigarh,1998,31.3,31.2,100.0,100.0,0.623,100.0,100.0,100.0,100.0,77.1,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,1999,31.0,30.8,100.0,100.0,0.623,100.0,100.0,100.0,100.0,72.4,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,2000,36.5,36.4,100.0,100.0,0.623,100.0,100.0,100.0,100.0,100.0,78.9,0.0,0.0,0.0,0.0,0.0
Chandigarh,2001,38.8,38.7,100.0,100.0,0.634,100.0,100.0,100.0,100.0,100.0,100.0,26.2,0.0,0.0,0.0,0.0
Chandigarh,2002,38.0,37.9,100.0,100.0,0.644,100.0,100.0,100.0,100.0,100.0,100.0,8.3,0.0,0.0,0.0,0.0
Chandigarh,2003,41.0,40.9,100.0,100.0,0.655,100.0,100.0,100.0,100.0,100.0,100.0,72.4,0.0,0.0,0.0,0.0
Chandigarh,2004,43.3,43.2,100.0,100.0,0.666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.0,0.0,0.0,0.0
Chandigarh,2005,40.0,39.9,100.0,100.0,0.676,100.0,100.0,100.0,100.0,100.0,100.0,50.6,0.0,0.0,0.0,0.0
Chandigarh,2006,42.5,42.4,100.0,100.0,0.686,100.0,100.0,100.0,100.0,100.0,100.0,92.3,6.4,0.0,0.0,0.0
Chandigarh,2007,42.0,41.9,100.0,100.0,0.696,100.0,100.0,100.0,100.0,100.0,100.0,85.9,2.6,0.0,0.0,0.0
Chandigarh,2008,47.7,47.6,100.0,100.0,0.706,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.3,16.7,0.0,0.0
Chandigarh,2009,43.0,42.9,100.0,100.0,0.716,100.0,100.0,100.0,100.0,100.0,100.0,99.7,17.5,0.0,0.0,0.0
Chandigarh,2010,49.6,49.4,100.0,100.0,0.726,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,44.0,0.0,0.0
Chandigarh,2011,49.8,49.6,100.0,100.0,0.735,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,48.7,0.0,0.0
Chandigarh,2012,49.6,49.5,100.0,100.0,0.744,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,45.8,0.0,0.0
Chandigarh,2013,49.1,49.0,100.0,100.0,0.753,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.4,41.2,0.0,0.0
Chandigarh,2014,49.5,49.4,100.0,100.0,0.762,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.4,42.1,0.0,0.0
Chandigarh,2015,50.9,50.8,100.0,100.0,0.771,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.7,1.7,0.0
Chandigarh,2016,56.3,56.1,100.0,100.0,0.779,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,68.3,7.4
Chandigarh,2017,49.9,49.8,100.0,100.0,0.787,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,45.8,1.7,0.0
Chandigarh,2018,53.1,53.0,100.0,100.0,0.796,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.3,28.0,0.0
Chandigarh,2019,48.0,47.8,100.0,100.0,0.804,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.3,26.1,0.0,0.0
Chandigarh,2020,49.7,49.5,100.0,100.0,0.812,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.1,48.7,0.0,0.0
Chandigarh,2021,53.4,53.3,100.0,100.0,0.812,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.8,34.5,0.0
Chhattisgarh,1998,38.3,31.6,100.0,100.0,21.557,100.0,100.0,99.3,85.9,70.6,60.1,48.2,31.5,18.5,7.2,1.5
Chhattisgarh,1999,40.1,33.4,100.0,100.0,21.557,100.0,100.0,100.0,90.4,73.8,63.2,52.3,35.6,22.7,13.8,4.4
Chhattisgarh,2000,38.9,33.0,100.0,100.0,21.557,100.0,100.0,100.0,92.4,75.4,60.9,46.5,29.0,16.8,7.9,1.9
Chhattisgarh,2001,45.1,38.7,100.0,100.0,21.984,100.0,100.0,100.0,98.5,93.2,78.9,63.1,47.1,31.5,20.9,12.8
Chhattisgarh,2002,46.0,39.5,100.0,100.0,22.412,100.0,100.0,100.0,98.9,93.8,81.9,66.2,52.2,35.9,23.0,12.7
Chhattisgarh,2003,46.8,40.9,100.0,100.0,22.840,100.0,100.0,100.0,99.6,95.4,89.4,69.3,52.7,37.5,23.8,13.6
Chhattisgarh,2004,50.1,43.3,100.0,100.0,23.267,100.0,100.0,100.0,99.7,96.1,91.3,76.1,64.1,51.7,35.6,22.4
Chhattisgarh,2005,48.0,41.5,100.0,100.0,23.695,100.0,100.0,100.0,99.5,95.6,86.7,71.0,58.5,41.5,27.7,17.8
Chhattisgarh,2006,49.4,42.7,100.0,100.0,24.112,100.0,100.0,100.0,99.7,96.3,89.9,73.1,62.5,47.3,32.1,21.0
Chhattisgarh,2007,53.7,46.4,100.0,100.0,24.530,100.0,100.0,100.0,100.0,98.6,94.4,86.9,70.5,60.5,44.7,30.8
Chhattisgarh,2008,56.2,48.4,100.0,100.0,24.947,100.0,100.0,100.0,100.0,99.1,95.0,90.8,77.4,65.0,55.5,39.1
Chhattisgarh,2009,55.3,47.5,100.0,100.0,25.364,100.0,100.0,100.0,100.0,99.0,94.5,88.5,74.8,63.4,54.1,39.4
Chhattisgarh,2010,52.3,44.8,100.0,100.0,25.782,100.0,100.0,100.0,100.0,97.6,92.9,82.7,66.5,56.6,41.0,28.1
Chhattisgarh,2011,58.7,50.5,100.0,100.0,26.177,100.0,100.0,100.0,100.0,99.9,97.6,93.1,84.4,70.0,59.5,48.8
Chhattisgarh,2012,53.8,46.1,100.0,100.0,26.573,100.0,100.0,100.0,100.0,99.1,94.1,86.8,71.6,59.5,47.6,32.8
Chhattisgarh,2013,57.7,49.5,100.0,100.0,26.969,100.0,100.0,100.0,100.0,99.7,96.7,92.4,83.6,69.8,59.1,45.8
Chhattisgarh,2014,57.9,49.5,100.0,100.0,27.365,100.0,100.0,100.0,100.0,99.8,96.5,91.4,80.7,67.7,59.4,50.7
Chhattisgarh,2015,57.9,50.0,100.0,100.0,27.761,100.0,100.0,100.0,100.0,99.8,97.1,93.0,82.8,68.9,61.0,48.7
Chhattisgarh,2016,57.6,48.9,100.0,100.0,28.153,100.0,100.0,100.0,100.0,99.4,95.8,91.2,77.7,66.4,57.8,46.6
Chhattisgarh,2017,57.2,48.6,100.0,100.0,28.545,100.0,100.0,100.0,100.0,99.3,95.6,90.1,75.4,65.5,57.3,47.7
Chhattisgarh,2018,57.9,48.9,100.0,100.0,28.937,100.0,100.0,100.0,100.0,99.4,96.3,87.6,73.7,66.1,57.9,49.2
Chhattisgarh,2019,59.0,49.7,100.0,100.0,29.328,100.0,100.0,100.0,100.0,99.4,95.6,90.2,80.7,68.0,59.7,50.1
Chhattisgarh,2020,63.0,52.3,100.0,100.0,29.720,100.0,100.0,100.0,100.0,99.6,96.6,92.5,84.0,70.5,62.7,55.7
Chhattisgarh,2021,65.2,54.4,100.0,100.0,29.720,100.0,100.0,100.0,100.0,100.0,98.3,94.2,87.2,73.4,66.3,60.9
