Region,Year,Population-Weighted PM2.5 [ug/m3],Geographic-Mean PM2.5 [ug/m3],Population Coverage [%],Geographic Coverage [%],Total Population [million people],% pop >= 5 ug/m3 [%],% pop >= 10 ug/m3 [%],% pop >= 15 ug/m3 [%],% pop >= 25 ug/m3 [%],% pop >= 30 ug/m3 [%],% pop >= 35 ug/m3 [%],% pop >= 40 ug/m3 [%],% pop >= 45 ug/m3 [%],% pop >= 50 ug/m3 [%],% pop >= 55 ug/m3 [%],% pop >= 60 ug/m3 [%]
Jharkhand,2002,45.6,43.6,100.0,100.0,29.011,100.0,100.0,100.0,100.0,99.8,98.0,83.6,53.6,23.0,6.5,0.0
Jharkhand,2003,47.1,45.3,100.0,100.0,29.614,100.0,100.0,100.0,100.0,99.8,99.4,89.7,63.0,30.5,11.4,0.1
Jharkhand,2004,49.0,47.0,100.0,100.0,30.218,100.0,100.0,100.0,100.0,99.8,99.4,95.1,74.5,42.0,18.3,2.9
Jharkhand,2005,45.3,43.5,100.0,100.0,30.821,100.0,100.0,100.0,100.0,99.7,96.3,81.1,50.0,25.2,5.5,0.0
Jharkhand,2006,50.1,47.4,100.0,100.0,31.418,100.0,100.0,100.0,100.0,99.7,99.0,90.2,74.7,53.2,28.0,7.8
Jharkhand,2007,51.9,49.7,100.0,100.0,32.015,100.0,100.0,100.0,100.0,99.9,99.6,98.2,85.5,56.0,30.9,14.7
Jharkhand,2008,59.0,56.4,100.0,100.0,32.612,100.0,100.0,100.0,100.0,100.0,99.8,99.4,98.3,89.2,67.1,43.2
Jharkhand,2009,55.9,53.0,100.0,100.0,33.209,100.0,100.0,100.0,100.0,99.9,99.7,98.9,89.2,74.5,53.5,31.4
Jharkhand,2010,51.2,48.8,100.0,100.0,33.805,100.0,100.0,100.0,100.0,99.8,99.4,97.4,78.3,51.6,33.0,13.8
Jharkhand,2011,63.9,61.0,100.0,100.0,34.380,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.3,95.6,87.0,73.3
Jharkhand,2012,58.6,56.0,100.0,100.0,34.954,100.0,100.0,100.0,100.0,100.0,99.8,99.5,98.0,83.4,62.4,42.5
Jharkhand,2013,62.5,59.6,100.0,100.0,35.529,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.9,91.7,81.0,59.2
Jharkhand,2014,57.8,55.1,100.0,100.0,36.103,100.0,100.0,100.0,100.0,100.0,99.8,99.5,96.6,77.7,55.8,39.0
Jharkhand,2015,58.9,56.0,100.0,100.0,36.677,100.0,100.0,100.0,100.0,100.0,99.8,99.4,94.4,82.9,68.2,44.5
Jharkhand,2016,60.9,58.3,100.0,100.0,37.251,100.0,100.0,100.0,100.0,100.0,99.8,99.4,97.8,90.2,74.8,52.6
Jharkhand,2017,57.4,54.5,100.0,100.0,37.824,100.0,100.0,100.0,100.0,99.9,99.7,98.9,91.0,77.0,56.4,40.0
Jharkhand,2018,56.5,53.3,100.0,100.0,38.397,100.0,100.0,100.0,100.0,99.9,99.6,98.4,87.8,74.3,56.0,35.7
Jharkhand,2019,61.1,58.5,100.0,100.0,38.970,100.0,100.0,100.0,100.0,100.0,99.9,99.6,98.9,92.2,78.6,54.5
Jharkhand,2020,63.9,60.8,100.0,100.0,39.544,100.0,100.0,100.0,100.0,100.0,99.8,99.6,98.8,93.3,83.2,64.1
Jharkhand,2021,66.0,62.9,100.0,100.0,39.544,100.0,100.0,100.0,100.0,100.0,99.9,99.7,99.1,96.6,86.9,69.8
Karnataka,1998,17.0,16.6,100.0,99.9,54.029,100.0,93.7,76.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,1999,18.0,17.7,100.0,99.9,54.029,100.0,97.9,83.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2000,19.9,19.6,100.0,99.9,54.029,100.0,99.6,89.9,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2001,23.0,22.1,100.0,99.9,54.844,100.0,100.0,95.1,40.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2002,24.2,23.4,100.0,99.9,55.659,100.0,100.0,97.8,47.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2003,25.2,24.5,100.0,99.9,56.475,100.0,100.0,98.4,56.9,9.3,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2004,25.9,24.7,100.0,99.9,57.290,100.0,100.0,98.6,59.9,19.7,3.2,0.0,0.0,0.0,0.0,0.0
Karnataka,2005,27.3,26.2,100.0,99.9,58.105,100.0,100.0,98.0,71.8,34.8,5.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2006,27.4,26.3,100.0,99.9,58.880,100.0,100.0,99.2,70.1,35.6,4.8,0.0,0.0,0.0,0.0,0.0
Karnataka,2007,28.9,27.9,100.0,99.9,59.655,100.0,100.0,99.3,80.9,45.4,8.6,0.3,0.0,0.0,0.0,0.0
Karnataka,2008,29.0,27.8,100.0,99.9,60.429,100.0,100.0,99.6,78.2,46.8,11.0,1.4,0.0,0.0,0.0,0.0
Karnataka,2009,29.9,28.9,100.0,99.9,61.204,100.0,100.0,99.9,82.2,55.2,15.1,1.7,0.0,0.0,0.0,0.0
Karnataka,2010,29.6,28.4,100.0,99.9,61.978,100.0,100.0,99.7,80.7,52.1,14.5,1.8,0.0,0.0,0.0,0.0
Karnataka,2011,30.3,28.8,100.0,99.9,62.695,100.0,100.0,99.7,81.5,58.0,19.3,4.5,0.0,0.0,0.0,0.0
Karnataka,2012,29.6,28.2,100.0,99.9,63.412,100.0,100.0,99.8,82.6,51.9,14.3,1.9,0.0,0.0,0.0,0.0
Karnataka,2013,28.0,26.5,100.0,99.9,64.129,100.0,100.0,99.3,70.6,39.6,7.9,1.3,0.0,0.0,0.0,0.0
Karnataka,2014,30.9,29.7,100.0,99.9,64.846,100.0,100.0,99.9,87.6,60.1,21.8,3.4,0.1,0.0,0.0,0.0
Karnataka,2015,28.6,27.3,100.0,99.9,65.563,100.0,100.0,99.9,77.9,39.4,9.5,1.4,0.0,0.0,0.0,0.0
Karnataka,2016,28.1,26.7,100.0,99.9,66.273,100.0,100.0,100.0,70.0,38.6,9.4,1.6,0.0,0.0,0.0,0.0
Karnataka,2017,31.6,30.0,100.0,99.9,66.983,100.0,100.0,100.0,86.4,63.6,28.1,6.6,1.3,0.0,0.0,0.0
Karnataka,2018,31.2,29.5,100.0,99.9,67.694,100.0,100.0,100.0,85.2,60.1,24.3,6.3,0.4,0.0,0.0,0.0
Karnataka,2019,27.5,26.3,100.0,99.9,68.404,100.0,100.0,98.9,71.9,32.5,6.9,0.4,0.0,0.0,0.0,0.0
Karnataka,2020,29.4,28.1,100.0,99.9,69.114,100.0,100.0,99.3,82.0,42.3,13.8,4.6,0.3,0.0,0.0,0.0
Karnataka,2021,30.8,29.6,100.0,99.9,69.114,100.0,100.0,100.0,86.8,53.8,20.1,6.3,1.4,0.0,0.0,0.0
Kerala,1998,10.9,9.7,100.0,100.0,31.798,100.0,53.7,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,1999,12.1,10.9,100.0,100.0,31.798,100.0,73.9,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2000,13.9,12.6,100.0,100.0,31.798,100.0,93.9,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2001,14.9,14.0,100.0,100.0,31.967,100.0,98.1,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2002,15.6,14.5,100.0,100.0,32.136,100.0,99.6,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2003,16.9,15.8,100.0,100.0,32.305,100.0,99.9,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2004,17.9,16.6,100.0,100.0,32.475,100.0,100.0,80.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2005,17.3,16.2,100.0,100.0,32.644,100.0,100.0,73.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2006,18.4,17.2,100.0,100.0,32.746,100.0,100.0,85.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2007,19.2,17.7,100.0,100.0,32.848,100.0,100.0,91.5,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2008,20.3,18.9,100.0,100.0,32.951,100.0,100.0,95.2,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2009,20.5,18.9,100.0,100.0,33.053,100.0,100.0,95.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2010,18.8,17.4,100.0,100.0,33.155,100.0,100.0,90.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2011,21.0,19.5,100.0,100.0,33.185,100.0,100.0,96.2,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2012,19.7,18.3,100.0,100.0,33.215,100.0,100.0,94.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2013,18.4,17.1,100.0,100.0,33.245,100.0,100.0,91.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2014,20.3,19.0,100.0,100.0,33.275,100.0,100.0,95.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2015,18.9,17.6,100.0,100.0,33.305,100.0,100.0,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2016,21.5,19.8,100.0,100.0,33.293,100.0,100.0,97.5,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2017,20.8,19.2,100.0,100.0,33.280,100.0,100.0,95.8,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2018,23.0,21.2,100.0,100.0,33.267,100.0,100.0,98.1,31.4,2.3,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2019,17.9,16.4,100.0,100.0,33.255,100.0,99.9,86.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2020,19.3,17.6,100.0,100.0,33.242,100.0,100.0,90.7,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2021,20.6,19.1,100.0,100.0,33.242,100.0,100.0,96.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,1998,20.8,20.8,91.0,87.5,0.024,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,1999,24.5,24.5,91.0,87.5,0.024,100.0,100.0,100.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2000,22.3,22.3,91.0,87.5,0.024,100.0,100.0,100.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2001,20.9,20.9,91.0,87.5,0.025,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2002,22.3,22.4,91.0,87.5,0.025,100.0,100.0,100.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2003,22.7,22.8,91.0,87.5,0.025,100.0,100.0,100.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2004,23.7,23.8,91.0,87.5,0.025,100.0,100.0,100.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2005,21.7,21.9,91.0,87.5,0.025,100.0,100.0,100.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2006,22.9,23.0,91.0,87.5,0.025,100.0,100.0,100.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2007,27.2,27.4,91.0,87.5,0.025,100.0,100.0,100.0,92.1,7.9,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2008,26.9,27.2,91.0,87.5,0.026,100.0,100.0,100.0,97.2,10.9,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2009,28.5,28.8,91.0,87.5,0.026,100.0,100.0,100.0,97.2,28.9,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2010,24.6,25.0,91.0,87.5,0.026,100.0,100.0,100.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2011,27.2,27.5,91.0,87.5,0.026,100.0,100.0,100.0,92.1,5.4,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2012,24.4,24.9,91.0,87.5,0.026,100.0,100.0,100.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2013,22.7,23.1,91.0,87.5,0.026,100.0,100.0,100.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2014,25.7,26.0,91.0,87.5,0.026,100.0,100.0,100.0,70.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2015,24.2,24.5,91.0,87.5,0.026,100.0,100.0,100.0,28.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2016,25.9,26.0,91.0,87.5,0.026,100.0,100.0,100.0,68.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2017,27.4,27.8,91.0,87.5,0.026,100.0,100.0,100.0,86.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2018,26.6,27.1,91.0,87.5,0.026,100.0,100.0,100.0,72.6,18.1,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2019,23.9,24.3,91.0,87.5,0.026,100.0,100.0,100.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2020,26.9,27.3,91.0,87.5,0.026,100.0,100.0,100.0,76.5,21.3,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2021,27.4,27.8,91.0,87.5,0.026,100.0,100.0,100.0,76.3,21.3,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,1998,33.6,32.3,100.0,100.0,61.749,100.0,100.0,100.0,93.7,56.2,24.1,15.6,10.7,8.2,6.5,4.7
Madhya Pradesh,1999,34.2,32.9,100.0,100.0,61.749,100.0,100.0,100.0,93.0,60.0,27.7,18.2,12.0,8.3,6.3,4.6
Madhya Pradesh,2000,35.6,34.4,100.0,100.0,61.749,100.0,100.0,100.0,98.3,79.8,35.1,16.1,10.5,8.1,6.1,4.6
Madhya Pradesh,2001,39.6,38.4,100.0,100.0,62.974,100.0,100.0,100.0,100.0,96.3,66.4,28.7,16.4,10.9,8.3,6.1
Madhya Pradesh,2002,42.3,41.1,100.0,100.0,64.200,100.0,100.0,100.0,100.0,97.5,79.3,43.1,23.5,13.2,10.2,8.3
Madhya Pradesh,2003,45.8,44.5,100.0,100.0,65.425,100.0,100.0,100.0,100.0,99.7,94.7,69.6,34.5,21.1,13.1,9.9
Madhya Pradesh,2004,45.7,44.5,100.0,100.0,66.651,100.0,100.0,100.0,100.0,99.8,95.2,71.3,35.1,18.8,12.1,9.1
Madhya Pradesh,2005,43.6,42.2,100.0,100.0,67.876,100.0,100.0,100.0,100.0,98.9,89.6,53.4,26.0,14.8,10.4,8.3
Madhya Pradesh,2006,44.9,43.5,100.0,100.0,69.064,100.0,100.0,100.0,100.0,99.9,97.3,76.4,29.6,13.0,9.1,7.4
Madhya Pradesh,2007,47.9,46.7,100.0,100.0,70.252,100.0,100.0,100.0,100.0,100.0,98.8,87.3,52.7,23.0,13.2,9.5
Madhya Pradesh,2008,51.5,50.0,100.0,100.0,71.440,100.0,100.0,100.0,100.0,100.0,99.2,92.7,70.2,38.7,22.7,16.0
Madhya Pradesh,2009,49.5,48.0,100.0,100.0,72.629,100.0,100.0,100.0,100.0,100.0,99.2,91.4,62.0,29.0,15.2,10.5
Madhya Pradesh,2010,48.8,47.1,100.0,100.0,73.817,100.0,100.0,100.0,100.0,100.0,98.4,87.3,48.5,25.8,15.7,11.1
Madhya Pradesh,2011,53.7,52.1,100.0,100.0,74.934,100.0,100.0,100.0,100.0,100.0,99.7,95.3,82.2,52.1,31.5,17.6
Madhya Pradesh,2012,52.5,50.8,100.0,100.0,76.050,100.0,100.0,100.0,100.0,100.0,99.3,92.1,73.1,45.3,27.8,17.3
Madhya Pradesh,2013,53.5,51.9,100.0,100.0,77.167,100.0,100.0,100.0,100.0,100.0,100.0,97.9,83.7,54.4,27.3,16.0
Madhya Pradesh,2014,51.9,50.3,100.0,100.0,78.284,100.0,100.0,100.0,100.0,100.0,99.8,95.5,78.5,42.5,21.2,13.2
Madhya Pradesh,2015,51.6,50.2,100.0,100.0,79.401,100.0,100.0,100.0,100.0,100.0,100.0,97.8,78.7,40.4,17.3,10.9
Madhya Pradesh,2016,50.9,49.2,100.0,100.0,80.494,100.0,100.0,100.0,100.0,100.0,98.9,91.9,67.2,38.1,19.9,13.6
Madhya Pradesh,2017,53.2,51.2,100.0,100.0,81.586,100.0,100.0,100.0,100.0,100.0,99.8,97.7,86.4,51.1,22.6,13.8
Madhya Pradesh,2018,52.7,50.9,100.0,100.0,82.679,100.0,100.0,100.0,100.0,100.0,99.9,97.3,84.1,45.7,21.4,13.1
Madhya Pradesh,2019,56.6,54.5,100.0,100.0,83.772,100.0,100.0,100.0,100.0,100.0,100.0,98.6,91.2,67.3,36.1,22.5
Madhya Pradesh,2020,54.4,52.3,100.0,100.0,84.865,100.0,100.0,100.0,100.0,100.0,99.7,96.9,85.9,57.8,26.5,16.7
Madhya Pradesh,2021,56.4,54.4,100.0,100.0,84.865,100.0,100.0,100.0,100.0,100.0,100.0,99.0,94.1,74.9,38.6,18.0
Maharashtra,1998,24.5,23.1,99.8,99.9,98.293,100.0,100.0,99.2,43.5,17.9,0.9,0.0,0.0,0.0,0.0,0.0
Maharashtra,1999,24.3,23.2,99.8,99.9,98.293,100.0,100.0,98.5,42.1,17.1,2.7,0.5,0.0,0.0,0.0,0.0
Maharashtra,2000,28.8,27.9,99.8,99.9,98.293,100.0,100.0,100.0,80.9,40.5,6.7,0.1,0.0,0.0,0.0,0.0
Maharashtra,2001,30.5,30.2,99.8,99.9,99.841,100.0,100.0,100.0,91.0,53.4,13.7,2.5,0.1,0.0,0.0,0.0
Maharashtra,2002,30.9,30.5,99.8,99.9,101.389,100.0,100.0,100.0,93.9,57.3,14.3,1.5,0.0,0.0,0.0,0.0
Maharashtra,2003,33.8,33.3,99.8,99.9,102.937,100.0,100.0,100.0,98.5,81.7,39.2,8.0,0.5,0.0,0.0,0.0
Maharashtra,2004,34.3,33.7,99.8,99.9,104.484,100.0,100.0,100.0,98.2,81.7,44.7,10.3,0.9,0.0,0.0,0.0
Maharashtra,2005,34.6,34.0,99.8,99.9,106.032,100.0,100.0,100.0,98.4,87.2,46.3,12.1,0.1,0.0,0.0,0.0
Maharashtra,2006,36.8,36.2,99.8,99.9,107.492,100.0,100.0,100.0,98.6,91.1,65.2,27.5,1.9,0.0,0.0,0.0
Maharashtra,2007,37.5,37.0,99.8,99.9,108.952,100.0,100.0,100.0,99.6,94.7,71.9,28.7,4.8,0.4,0.0,0.0
Maharashtra,2008,39.6,38.7,99.8,99.9,110.412,100.0,100.0,100.0,99.9,97.5,84.1,43.3,16.1,1.6,0.1,0.0
Maharashtra,2009,39.0,38.2,99.8,99.9,111.872,100.0,100.0,100.0,99.9,97.6,83.9,40.2,9.3,0.0,0.0,0.0
Maharashtra,2010,38.4,37.5,99.8,99.9,113.332,100.0,100.0,100.0,99.7,96.5,77.8,34.3,10.7,0.1,0.0,0.0
Maharashtra,2011,40.4,39.4,99.8,99.9,114.664,100.0,100.0,100.0,99.9,97.2,88.1,52.9,19.2,2.9,0.4,0.0
Maharashtra,2012,39.2,37.6,99.8,99.9,115.996,100.0,100.0,100.0,99.9,98.0,79.1,42.2,14.5,0.4,0.0,0.0
Maharashtra,2013,40.3,39.7,99.8,99.9,117.328,100.0,100.0,100.0,99.5,95.5,81.0,52.5,23.1,5.7,0.1,0.0
Maharashtra,2014,39.9,39.3,99.8,99.9,118.660,100.0,100.0,100.0,100.0,98.0,86.7,45.2,19.1,3.4,0.0,0.0
Maharashtra,2015,40.9,39.9,99.8,99.9,119.992,100.0,100.0,100.0,99.8,97.7,82.8,54.9,26.6,6.7,0.8,0.0
Maharashtra,2016,41.0,39.4,99.8,99.9,121.278,100.0,100.0,100.0,99.9,97.2,84.6,55.6,25.7,9.1,0.0,0.0
Maharashtra,2017,43.6,42.1,99.8,99.9,122.564,100.0,100.0,100.0,100.0,99.3,93.3,72.2,39.7,17.8,0.7,0.0
Maharashtra,2018,43.1,41.6,99.8,99.9,123.850,100.0,100.0,100.0,100.0,99.5,92.8,69.8,36.0,13.3,0.5,0.0
Maharashtra,2019,42.0,41.5,99.8,99.9,125.136,100.0,100.0,100.0,99.9,96.9,84.7,58.7,33.2,14.5,2.1,0.0
Maharashtra,2020,42.6,42.2,99.8,99.9,126.422,100.0,100.0,100.0,99.9,98.9,88.8,62.1,35.2,17.0,2.6,0.0
Maharashtra,2021,45.4,45.4,99.8,99.9,126.422,100.0,100.0,100.0,99.9,99.4,94.3,74.9,49.4,28.5,11.2,1.3
Manipur,1998,21.3,20.2,100.0,100.0,2.374,100.0,100.0,99.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,1999,23.0,20.8,100.0,100.0,2.374,100.0,100.0,99.6,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2000,22.5,20.2,100.0,100.0,2.374,100.0,100.0,99.8,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2001,25.7,23.3,100.0,100.0,2.428,100.0,100.0,100.0,58.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2002,27.3,24.1,100.0,100.0,2.482,100.0,100.0,100.0,66.6,30.3,2.2,0.0,0.0,0.0,0.0,0.0
Manipur,2003,27.4,24.8,100.0,100.0,2.537,100.0,100.0,100.0,72.4,29.1,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2004,28.9,26.7,100.0,100.0,2.591,100.0,100.0,100.0,81.7,48.2,0.6,0.0,0.0,0.0,0.0,0.0
Manipur,2005,30.1,27.0,100.0,100.0,2.645,100.0,100.0,100.0,81.2,59.2,10.3,0.1,0.0,0.0,0.0,0.0
Manipur,2006,31.9,29.3,100.0,100.0,2.701,100.0,100.0,100.0,94.4,68.4,26.3,0.3,0.0,0.0,0.0,0.0
Manipur,2007,30.7,28.2,100.0,100.0,2.757,100.0,100.0,100.0,85.3,62.5,11.3,0.3,0.0,0.0,0.0,0.0
Manipur,2008,29.8,27.2,100.0,100.0,2.814,100.0,100.0,100.0,80.0,56.7,8.3,0.2,0.0,0.0,0.0,0.0
Manipur,2009,33.7,31.1,100.0,100.0,2.870,100.0,100.0,100.0,98.6,75.9,48.4,4.3,0.0,0.0,0.0,0.0
Manipur,2010,30.3,27.7,100.0,100.0,2.926,100.0,100.0,100.0,78.7,64.0,12.8,0.4,0.0,0.0,0.0,0.0
Manipur,2011,33.4,30.3,100.0,100.0,2.984,100.0,100.0,100.0,86.8,74.3,51.1,6.0,0.2,0.0,0.0,0.0
Manipur,2012,36.2,32.6,100.0,100.0,3.042,100.0,100.0,100.0,98.9,79.5,62.6,34.8,2.3,0.1,0.0,0.0
Manipur,2013,31.2,28.1,100.0,100.0,3.099,100.0,100.0,100.0,81.4,64.2,28.7,0.7,0.0,0.0,0.0,0.0
Manipur,2014,31.5,29.0,100.0,100.0,3.157,100.0,100.0,100.0,84.1,67.2,27.6,0.3,0.0,0.0,0.0,0.0
Manipur,2015,32.5,29.9,100.0,100.0,3.215,100.0,100.0,100.0,87.2,71.6,41.9,2.0,0.0,0.0,0.0,0.0
Manipur,2016,30.2,28.0,100.0,100.0,3.277,100.0,100.0,100.0,82.0,61.3,8.2,0.1,0.0,0.0,0.0,0.0
Manipur,2017,29.4,27.8,100.0,100.0,3.340,100.0,100.0,100.0,80.9,58.0,2.1,0.0,0.0,0.0,0.0,0.0
Manipur,2018,34.9,32.3,100.0,100.0,3.402,100.0,100.0,100.0,92.1,75.7,61.3,18.7,0.3,0.0,0.0,0.0
Manipur,2019,30.4,28.9,100.0,100.0,3.464,100.0,100.0,100.0,81.0,65.1,8.6,0.1,0.0,0.0,0.0,0.0
Manipur,2020,31.5,28.9,100.0,100.0,3.526,100.0,100.0,100.0,79.4,64.0,40.5,1.7,0.1,0.0,0.0,0.0
Manipur,2021,34.0,31.6,100.0,100.0,3.526,100.0,100.0,100.0,91.2,72.9,55.3,10.3,0.1,0.0,0.0,0.0
Meghalaya,1998,20.9,20.9,100.0,100.0,2.721,100.0,100.0,73.7,23.4,11.2,3.0,0.1,0.0,0.0,0.0,0.0
Meghalaya,1999,21.0,21.1,100.0,100.0,2.721,100.0,100.0,86.6,22.0,7.2,1.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2000,26.8,27.0,100.0,100.0,2.721,100.0,100.0,100.0,58.9,27.1,13.4,3.4,0.1,0.0,0.0,0.0
Meghalaya,2001,28.6,28.5,100.0,100.0,2.791,100.0,100.0,100.0,67.6,35.3,14.5,4.1,0.3,0.0,0.0,0.0
Meghalaya,2002,28.1,28.0,100.0,100.0,2.861,100.0,100.0,100.0,65.5,32.3,12.4,2.9,0.1,0.0,0.0,0.0
Meghalaya,2003,30.2,30.0,100.0,100.0,2.931,100.0,100.0,100.0,73.3,47.3,21.8,8.8,1.7,0.0,0.0,0.0
Meghalaya,2004,29.5,29.4,100.0,100.0,3.001,100.0,100.0,100.0,77.5,40.7,18.2,5.3,1.1,0.0,0.0,0.0
Meghalaya,2005,31.7,31.4,100.0,100.0,3.071,100.0,100.0,100.0,72.4,54.8,33.2,15.8,5.6,0.8,0.0,0.0
Meghalaya,2006,35.3,35.1,100.0,100.0,3.142,100.0,100.0,100.0,99.9,68.9,45.0,23.4,12.9,4.3,0.6,0.0
Meghalaya,2007,32.4,32.2,100.0,100.0,3.214,100.0,100.0,100.0,78.3,57.4,36.3,17.2,7.3,1.2,0.0,0.0
Meghalaya,2008,33.1,33.0,100.0,100.0,3.285,100.0,100.0,100.0,85.3,59.6,37.4,18.4,8.1,1.8,0.1,0.0
Meghalaya,2009,38.1,38.1,100.0,100.0,3.356,100.0,100.0,100.0,100.0,91.6,61.9,34.1,18.0,6.1,1.6,0.0
Meghalaya,2010,30.3,29.8,100.0,100.0,3.428,100.0,100.0,100.0,66.8,46.8,29.7,12.6,4.6,1.1,0.0,0.0
